,Country,Indicator,Sex,Year,Element,Source,Unit,Value,Flag Description,Continent
676,Mongolia,"Share of employment in agriculture, forestry and fishing in total employment",Total,2012,Value,Labour force survey,%,35.0,Figure from international organizations,Asia
677,Mongolia,"Share of employment in agriculture, forestry and fishing in total employment",Total,2013,Value,Labour force survey,%,29.8,Figure from international organizations,Asia
678,Mongolia,"Share of employment in agriculture, forestry and fishing in total employment",Total,2014,Value,Labour force survey,%,28.0,Figure from international organizations,Asia
679,Mongolia,"Share of employment in agriculture, forestry and fishing in total employment",Total,2015,Value,Labour force survey,%,28.5,Figure from international organizations,Asia
680,Mongolia,"Share of employment in agriculture, forestry and fishing in total employment",Total,2016,Value,Labour force survey,%,30.4,Figure from international organizations,Asia
681,Mongolia,"Share of employment in agriculture, forestry and fishing in total employment",Total,2017,Value,Labour force survey,%,28.8,Figure from international organizations,Asia
682,Mongolia,"Share of employment in agriculture, forestry and fishing in total employment",Total,2018,Value,Labour force survey,%,26.7,Figure from international organizations,Asia
683,Mongolia,"Share of employment in agriculture, forestry and fishing in total employment",Total,2019,Value,Labour force survey,%,27.4,Figure from international organizations,Asia
684,Mongolia,"Share of employment in agriculture, forestry and fishing in total employment",Total,2020,Value,Labour force survey,%,24.6,Figure from international organizations,Asia
685,Montenegro,"Share of employment in agriculture, forestry and fishing in total employment",Total,2010,Value,Labour force survey,%,5.5,Figure from international organizations,Europe
686,Montenegro,"Share of employment in agriculture, forestry and fishing in total employment",Total,2011,Value,Labour force survey,%,5.6,Figure from international organizations,Europe
687,Montenegro,"Share of employment in agriculture, forestry and fishing in total employment",Total,2012,Value,Labour force survey,%,5.7,Figure from international organizations,Europe
688,Montenegro,"Share of employment in agriculture, forestry and fishing in total employment",Total,2013,Value,Labour force survey,%,4.5,Figure from international organizations,Europe
689,Montenegro,"Share of employment in agriculture, forestry and fishing in total employment",Total,2014,Value,Labour force survey,%,5.7,Figure from international organizations,Europe
690,Montenegro,"Share of employment in agriculture, forestry and fishing in total employment",Total,2015,Value,Labour force survey,%,7.7,Figure from international organizations,Europe
691,Montenegro,"Share of employment in agriculture, forestry and fishing in total employment",Total,2016,Value,Labour force survey,%,7.8,Figure from international organizations,Europe
692,Montenegro,"Share of employment in agriculture, forestry and fishing in total employment",Total,2017,Value,Labour force survey,%,7.9,Figure from international organizations,Europe
693,Montenegro,"Share of employment in agriculture, forestry and fishing in total employment",Total,2018,Value,Labour force survey,%,8.0,Figure from international organizations,Europe
694,Montenegro,"Share of employment in agriculture, forestry and fishing in total employment",Total,2019,Value,Labour force survey,%,7.1,Figure from international organizations,Europe
695,Montenegro,"Share of employment in agriculture, forestry and fishing in total employment",Total,2020,Value,Labour force survey,%,7.5,Figure from international organizations,Europe
709,Nepal,"Share of employment in agriculture, forestry and fishing in total employment",Total,2017,Value,Labour force survey,%,25.4,Figure from international organizations,Asia
730,Norway,"Share of employment in agriculture, forestry and fishing in total employment",Total,2010,Value,Labour force survey,%,2.5,Figure from international organizations,Europe
731,Norway,"Share of employment in agriculture, forestry and fishing in total employment",Total,2011,Value,Labour force survey,%,2.4,Figure from international organizations,Europe
732,Norway,"Share of employment in agriculture, forestry and fishing in total employment",Total,2012,Value,Labour force survey,%,2.2,Figure from international organizations,Europe
733,Norway,"Share of employment in agriculture, forestry and fishing in total employment",Total,2013,Value,Labour force survey,%,2.2,Figure from international organizations,Europe
734,Norway,"Share of employment in agriculture, forestry and fishing in total employment",Total,2014,Value,Labour force survey,%,2.2,Figure from international organizations,Europe
735,Norway,"Share of employment in agriculture, forestry and fishing in total employment",Total,2015,Value,Labour force survey,%,2.0,Figure from international organizations,Europe
736,Norway,"Share of employment in agriculture, forestry and fishing in total employment",Total,2016,Value,Labour force survey,%,2.1,Figure from international organizations,Europe
737,Norway,"Share of employment in agriculture, forestry and fishing in total employment",Total,2017,Value,Labour force survey,%,2.1,Figure from international organizations,Europe
738,Norway,"Share of employment in agriculture, forestry and fishing in total employment",Total,2018,Value,Labour force survey,%,2.1,Figure from international organizations,Europe
739,Norway,"Share of employment in agriculture, forestry and fishing in total employment",Total,2019,Value,Labour force survey,%,2.0,Figure from international organizations,Europe
740,Norway,"Share of employment in agriculture, forestry and fishing in total employment",Total,2020,Value,Labour force survey,%,2.1,Figure from international organizations,Europe
741,Norway,"Share of employment in agriculture, forestry and fishing in total employment",Total,2021,Value,Labour force survey,%,2.3,Figure from international organizations,Europe
742,Oman,"Share of employment in agriculture, forestry and fishing in total employment",Total,2018,Value,Administrative records,%,4.4,Figure from international organizations,Asia
743,Oman,"Share of employment in agriculture, forestry and fishing in total employment",Total,2020,Value,Labour force survey,%,5.2,Figure from international organizations,Asia
744,Oman,"Share of employment in agriculture, forestry and fishing in total employment",Total,2010,Value,Population census,%,5.2,Figure from international organizations,Asia
745,Pakistan,"Share of employment in agriculture, forestry and fishing in total employment",Total,2010,Value,Labour force survey,%,43.4,Figure from international organizations,Asia
746,Pakistan,"Share of employment in agriculture, forestry and fishing in total employment",Total,2011,Value,Labour force survey,%,43.5,Figure from international organizations,Asia
747,Pakistan,"Share of employment in agriculture, forestry and fishing in total employment",Total,2013,Value,Labour force survey,%,42.2,Figure from international organizations,Asia
748,Pakistan,"Share of employment in agriculture, forestry and fishing in total employment",Total,2014,Value,Labour force survey,%,42.2,Figure from international organizations,Asia
749,Pakistan,"Share of employment in agriculture, forestry and fishing in total employment",Total,2015,Value,Labour force survey,%,41.0,Figure from international organizations,Asia
750,Pakistan,"Share of employment in agriculture, forestry and fishing in total employment",Total,2016,Value,Labour force survey,%,42.3,Figure from international organizations,Asia
751,Pakistan,"Share of employment in agriculture, forestry and fishing in total employment",Total,2018,Value,Labour force survey,%,37.4,Figure from international organizations,Asia
752,Pakistan,"Share of employment in agriculture, forestry and fishing in total employment",Total,2019,Value,Labour force survey,%,38.3,Figure from international organizations,Asia
791,Philippines,"Share of employment in agriculture, forestry and fishing in total employment",Total,2012,Value,Labour force survey,%,32.2,Figure from international organizations,Asia
792,Philippines,"Share of employment in agriculture, forestry and fishing in total employment",Total,2013,Value,Labour force survey,%,31.0,Figure from international organizations,Asia
793,Philippines,"Share of employment in agriculture, forestry and fishing in total employment",Total,2014,Value,Labour force survey,%,30.4,Figure from international organizations,Asia
794,Philippines,"Share of employment in agriculture, forestry and fishing in total employment",Total,2015,Value,Labour force survey,%,29.2,Figure from international organizations,Asia
795,Philippines,"Share of employment in agriculture, forestry and fishing in total employment",Total,2016,Value,Labour force survey,%,27.0,Figure from international organizations,Asia
796,Philippines,"Share of employment in agriculture, forestry and fishing in total employment",Total,2017,Value,Labour force survey,%,25.4,Figure from international organizations,Asia
797,Philippines,"Share of employment in agriculture, forestry and fishing in total employment",Total,2018,Value,Labour force survey,%,24.3,Figure from international organizations,Asia
798,Philippines,"Share of employment in agriculture, forestry and fishing in total employment",Total,2019,Value,Labour force survey,%,22.9,Figure from international organizations,Asia
799,Philippines,"Share of employment in agriculture, forestry and fishing in total employment",Total,2020,Value,Labour force survey,%,24.8,Figure from international organizations,Asia
800,Poland,"Share of employment in agriculture, forestry and fishing in total employment",Total,2010,Value,Labour force survey,%,13.0,Figure from international organizations,Europe
801,Poland,"Share of employment in agriculture, forestry and fishing in total employment",Total,2011,Value,Labour force survey,%,12.9,Figure from international organizations,Europe
802,Poland,"Share of employment in agriculture, forestry and fishing in total employment",Total,2012,Value,Labour force survey,%,12.6,Figure from international organizations,Europe
803,Poland,"Share of employment in agriculture, forestry and fishing in total employment",Total,2013,Value,Labour force survey,%,12.0,Figure from international organizations,Europe
804,Poland,"Share of employment in agriculture, forestry and fishing in total employment",Total,2014,Value,Labour force survey,%,11.5,Figure from international organizations,Europe
805,Poland,"Share of employment in agriculture, forestry and fishing in total employment",Total,2015,Value,Labour force survey,%,11.5,Figure from international organizations,Europe
806,Poland,"Share of employment in agriculture, forestry and fishing in total employment",Total,2016,Value,Labour force survey,%,10.5,Figure from international organizations,Europe
807,Poland,"Share of employment in agriculture, forestry and fishing in total employment",Total,2017,Value,Labour force survey,%,10.2,Figure from international organizations,Europe
808,Poland,"Share of employment in agriculture, forestry and fishing in total employment",Total,2018,Value,Labour force survey,%,9.6,Figure from international organizations,Europe
809,Poland,"Share of employment in agriculture, forestry and fishing in total employment",Total,2019,Value,Labour force survey,%,9.1,Figure from international organizations,Europe
810,Poland,"Share of employment in agriculture, forestry and fishing in total employment",Total,2020,Value,Labour force survey,%,9.5,Figure from international organizations,Europe
811,Poland,"Share of employment in agriculture, forestry and fishing in total employment",Total,2021,Value,Labour force survey,%,8.3,Figure from international organizations,Europe
812,Portugal,"Share of employment in agriculture, forestry and fishing in total employment",Total,2010,Value,Labour force survey,%,11.2,Figure from international organizations,Europe
813,Portugal,"Share of employment in agriculture, forestry and fishing in total employment",Total,2011,Value,Labour force survey,%,10.2,Figure from international organizations,Europe
814,Portugal,"Share of employment in agriculture, forestry and fishing in total employment",Total,2012,Value,Labour force survey,%,10.8,Figure from international organizations,Europe
815,Portugal,"Share of employment in agriculture, forestry and fishing in total employment",Total,2013,Value,Labour force survey,%,10.2,Figure from international organizations,Europe
816,Portugal,"Share of employment in agriculture, forestry and fishing in total employment",Total,2014,Value,Labour force survey,%,8.6,Figure from international organizations,Europe
817,Portugal,"Share of employment in agriculture, forestry and fishing in total employment",Total,2015,Value,Labour force survey,%,7.5,Figure from international organizations,Europe
818,Portugal,"Share of employment in agriculture, forestry and fishing in total employment",Total,2016,Value,Labour force survey,%,6.9,Figure from international organizations,Europe
819,Portugal,"Share of employment in agriculture, forestry and fishing in total employment",Total,2017,Value,Labour force survey,%,6.4,Figure from international organizations,Europe
820,Portugal,"Share of employment in agriculture, forestry and fishing in total employment",Total,2018,Value,Labour force survey,%,6.0,Figure from international organizations,Europe
821,Portugal,"Share of employment in agriculture, forestry and fishing in total employment",Total,2019,Value,Labour force survey,%,5.5,Figure from international organizations,Europe
822,Portugal,"Share of employment in agriculture, forestry and fishing in total employment",Total,2020,Value,Labour force survey,%,5.4,Figure from international organizations,Europe
823,Portugal,"Share of employment in agriculture, forestry and fishing in total employment",Total,2021,Value,Labour force survey,%,2.7,Figure from international organizations,Europe
824,Qatar,"Share of employment in agriculture, forestry and fishing in total employment",Total,2011,Value,Labour force survey,%,1.4,Figure from international organizations,Asia
825,Qatar,"Share of employment in agriculture, forestry and fishing in total employment",Total,2012,Value,Labour force survey,%,1.4,Figure from international organizations,Asia
826,Qatar,"Share of employment in agriculture, forestry and fishing in total employment",Total,2013,Value,Labour force survey,%,1.4,Figure from international organizations,Asia
827,Qatar,"Share of employment in agriculture, forestry and fishing in total employment",Total,2015,Value,Labour force survey,%,1.2,Figure from international organizations,Asia
828,Qatar,"Share of employment in agriculture, forestry and fishing in total employment",Total,2016,Value,Labour force survey,%,1.2,Figure from international organizations,Asia
829,Qatar,"Share of employment in agriculture, forestry and fishing in total employment",Total,2017,Value,Labour force survey,%,1.2,Figure from international organizations,Asia
830,Qatar,"Share of employment in agriculture, forestry and fishing in total employment",Total,2018,Value,Labour force survey,%,1.3,Figure from international organizations,Asia
831,Qatar,"Share of employment in agriculture, forestry and fishing in total employment",Total,2019,Value,Labour force survey,%,1.5,Figure from international organizations,Asia
832,Qatar,"Share of employment in agriculture, forestry and fishing in total employment",Total,2020,Value,Labour force survey,%,1.3,Figure from international organizations,Asia
833,Romania,"Share of employment in agriculture, forestry and fishing in total employment",Total,2010,Value,Labour force survey,%,31.0,Figure from international organizations,Europe
834,Romania,"Share of employment in agriculture, forestry and fishing in total employment",Total,2011,Value,Labour force survey,%,29.3,Figure from international organizations,Europe
835,Romania,"Share of employment in agriculture, forestry and fishing in total employment",Total,2012,Value,Labour force survey,%,29.7,Figure from international organizations,Europe
836,Romania,"Share of employment in agriculture, forestry and fishing in total employment",Total,2013,Value,Labour force survey,%,29.3,Figure from international organizations,Europe
837,Romania,"Share of employment in agriculture, forestry and fishing in total employment",Total,2014,Value,Labour force survey,%,28.3,Figure from international organizations,Europe
838,Romania,"Share of employment in agriculture, forestry and fishing in total employment",Total,2015,Value,Labour force survey,%,25.6,Figure from international organizations,Europe
839,Romania,"Share of employment in agriculture, forestry and fishing in total employment",Total,2016,Value,Labour force survey,%,23.1,Figure from international organizations,Europe
840,Romania,"Share of employment in agriculture, forestry and fishing in total employment",Total,2017,Value,Labour force survey,%,22.8,Figure from international organizations,Europe
841,Romania,"Share of employment in agriculture, forestry and fishing in total employment",Total,2018,Value,Labour force survey,%,22.3,Figure from international organizations,Europe
842,Romania,"Share of employment in agriculture, forestry and fishing in total employment",Total,2019,Value,Labour force survey,%,21.2,Figure from international organizations,Europe
843,Romania,"Share of employment in agriculture, forestry and fishing in total employment",Total,2020,Value,Labour force survey,%,20.5,Figure from international organizations,Europe
844,Romania,"Share of employment in agriculture, forestry and fishing in total employment",Total,2021,Value,Labour force survey,%,11.8,Figure from international organizations,Europe
845,Russian Federation,"Share of employment in agriculture, forestry and fishing in total employment",Total,2010,Value,Labour force survey,%,0.0,Figure from international organizations,Asia
846,Russian Federation,"Share of employment in agriculture, forestry and fishing in total employment",Total,2011,Value,Labour force survey,%,0.0,Figure from international organizations,Asia
847,Russian Federation,"Share of employment in agriculture, forestry and fishing in total employment",Total,2012,Value,Labour force survey,%,0.0,Figure from international organizations,Asia
848,Russian Federation,"Share of employment in agriculture, forestry and fishing in total employment",Total,2013,Value,Labour force survey,%,0.0,Figure from international organizations,Asia
849,Russian Federation,"Share of employment in agriculture, forestry and fishing in total employment",Total,2014,Value,Labour force survey,%,0.0,Figure from international organizations,Asia
850,Russian Federation,"Share of employment in agriculture, forestry and fishing in total employment",Total,2015,Value,Labour force survey,%,0.0,Figure from international organizations,Asia
851,Russian Federation,"Share of employment in agriculture, forestry and fishing in total employment",Total,2016,Value,Labour force survey,%,0.0,Figure from international organizations,Asia
852,Russian Federation,"Share of employment in agriculture, forestry and fishing in total employment",Total,2017,Value,Labour force survey,%,5.9,Figure from international organizations,Asia
853,Russian Federation,"Share of employment in agriculture, forestry and fishing in total employment",Total,2018,Value,Labour force survey,%,5.9,Figure from international organizations,Asia
854,Russian Federation,"Share of employment in agriculture, forestry and fishing in total employment",Total,2019,Value,Labour force survey,%,5.8,Figure from international organizations,Asia
855,Russian Federation,"Share of employment in agriculture, forestry and fishing in total employment",Total,2020,Value,Labour force survey,%,6.0,Figure from international organizations,Asia
869,San Marino,"Share of employment in agriculture, forestry and fishing in total employment",Total,2010,Value,Official estimates,%,0.5,Figure from international organizations,Europe
870,San Marino,"Share of employment in agriculture, forestry and fishing in total employment",Total,2015,Value,Official estimates,%,0.5,Figure from international organizations,Europe
871,San Marino,"Share of employment in agriculture, forestry and fishing in total employment",Total,2016,Value,Official estimates,%,0.5,Figure from international organizations,Europe
872,San Marino,"Share of employment in agriculture, forestry and fishing in total employment",Total,2019,Value,Official estimates,%,0.5,Figure from international organizations,Europe
873,San Marino,"Share of employment in agriculture, forestry and fishing in total employment",Total,2020,Value,Official estimates,%,0.5,Figure from international organizations,Europe
879,Serbia,"Share of employment in agriculture, forestry and fishing in total employment",Total,2010,Value,Labour force survey,%,22.3,Figure from international organizations,Europe
880,Serbia,"Share of employment in agriculture, forestry and fishing in total employment",Total,2011,Value,Labour force survey,%,21.2,Figure from international organizations,Europe
881,Serbia,"Share of employment in agriculture, forestry and fishing in total employment",Total,2012,Value,Labour force survey,%,21.0,Figure from international organizations,Europe
882,Serbia,"Share of employment in agriculture, forestry and fishing in total employment",Total,2013,Value,Labour force survey,%,21.3,Figure from international organizations,Europe
883,Serbia,"Share of employment in agriculture, forestry and fishing in total employment",Total,2014,Value,Labour force survey,%,19.9,Figure from international organizations,Europe
884,Serbia,"Share of employment in agriculture, forestry and fishing in total employment",Total,2015,Value,Labour force survey,%,19.4,Figure from international organizations,Europe
885,Serbia,"Share of employment in agriculture, forestry and fishing in total employment",Total,2016,Value,Labour force survey,%,18.6,Figure from international organizations,Europe
886,Serbia,"Share of employment in agriculture, forestry and fishing in total employment",Total,2017,Value,Labour force survey,%,17.2,Figure from international organizations,Europe
887,Serbia,"Share of employment in agriculture, forestry and fishing in total employment",Total,2018,Value,Labour force survey,%,15.9,Figure from international organizations,Europe
888,Serbia,"Share of employment in agriculture, forestry and fishing in total employment",Total,2019,Value,Labour force survey,%,15.6,Figure from international organizations,Europe
889,Serbia,"Share of employment in agriculture, forestry and fishing in total employment",Total,2020,Value,Labour force survey,%,14.6,Figure from international organizations,Europe
890,Serbia,"Share of employment in agriculture, forestry and fishing in total employment",Total,2021,Value,Labour force survey,%,13.1,Figure from international organizations,Europe
901,Slovakia,"Share of employment in agriculture, forestry and fishing in total employment",Total,2010,Value,Labour force survey,%,3.2,Figure from international organizations,Europe
902,Slovakia,"Share of employment in agriculture, forestry and fishing in total employment",Total,2011,Value,Labour force survey,%,3.1,Figure from international organizations,Europe
903,Slovakia,"Share of employment in agriculture, forestry and fishing in total employment",Total,2012,Value,Labour force survey,%,3.2,Figure from international organizations,Europe
904,Slovakia,"Share of employment in agriculture, forestry and fishing in total employment",Total,2013,Value,Labour force survey,%,3.3,Figure from international organizations,Europe
905,Slovakia,"Share of employment in agriculture, forestry and fishing in total employment",Total,2014,Value,Labour force survey,%,3.5,Figure from international organizations,Europe
906,Slovakia,"Share of employment in agriculture, forestry and fishing in total employment",Total,2015,Value,Labour force survey,%,3.2,Figure from international organizations,Europe
907,Slovakia,"Share of employment in agriculture, forestry and fishing in total employment",Total,2016,Value,Labour force survey,%,2.9,Figure from international organizations,Europe
908,Slovakia,"Share of employment in agriculture, forestry and fishing in total employment",Total,2017,Value,Labour force survey,%,2.7,Figure from international organizations,Europe
909,Slovakia,"Share of employment in agriculture, forestry and fishing in total employment",Total,2018,Value,Labour force survey,%,2.3,Figure from international organizations,Europe
910,Slovakia,"Share of employment in agriculture, forestry and fishing in total employment",Total,2019,Value,Labour force survey,%,2.8,Figure from international organizations,Europe
911,Slovakia,"Share of employment in agriculture, forestry and fishing in total employment",Total,2020,Value,Labour force survey,%,2.6,Figure from international organizations,Europe
912,Slovakia,"Share of employment in agriculture, forestry and fishing in total employment",Total,2021,Value,Labour force survey,%,2.5,Figure from international organizations,Europe
913,Slovenia,"Share of employment in agriculture, forestry and fishing in total employment",Total,2010,Value,Labour force survey,%,8.8,Figure from international organizations,Europe
914,Slovenia,"Share of employment in agriculture, forestry and fishing in total employment",Total,2011,Value,Labour force survey,%,8.6,Figure from international organizations,Europe
915,Slovenia,"Share of employment in agriculture, forestry and fishing in total employment",Total,2012,Value,Labour force survey,%,8.3,Figure from international organizations,Europe
916,Slovenia,"Share of employment in agriculture, forestry and fishing in total employment",Total,2013,Value,Labour force survey,%,8.5,Figure from international organizations,Europe
917,Slovenia,"Share of employment in agriculture, forestry and fishing in total employment",Total,2014,Value,Labour force survey,%,9.6,Figure from international organizations,Europe
918,Slovenia,"Share of employment in agriculture, forestry and fishing in total employment",Total,2015,Value,Labour force survey,%,7.0,Figure from international organizations,Europe
919,Slovenia,"Share of employment in agriculture, forestry and fishing in total employment",Total,2016,Value,Labour force survey,%,5.0,Figure from international organizations,Europe
920,Slovenia,"Share of employment in agriculture, forestry and fishing in total employment",Total,2017,Value,Labour force survey,%,5.5,Figure from international organizations,Europe
921,Slovenia,"Share of employment in agriculture, forestry and fishing in total employment",Total,2018,Value,Labour force survey,%,5.4,Figure from international organizations,Europe
922,Slovenia,"Share of employment in agriculture, forestry and fishing in total employment",Total,2019,Value,Labour force survey,%,4.3,Figure from international organizations,Europe
923,Slovenia,"Share of employment in agriculture, forestry and fishing in total employment",Total,2020,Value,Labour force survey,%,4.1,Figure from international organizations,Europe
924,Slovenia,"Share of employment in agriculture, forestry and fishing in total employment",Total,2021,Value,Labour force survey,%,4.0,Figure from international organizations,Europe
939,Spain,"Share of employment in agriculture, forestry and fishing in total employment",Total,2010,Value,Labour force survey,%,4.2,Figure from international organizations,Europe
940,Spain,"Share of employment in agriculture, forestry and fishing in total employment",Total,2011,Value,Labour force survey,%,4.1,Figure from international organizations,Europe
941,Spain,"Share of employment in agriculture, forestry and fishing in total employment",Total,2012,Value,Labour force survey,%,4.2,Figure from international organizations,Europe
942,Spain,"Share of employment in agriculture, forestry and fishing in total employment",Total,2013,Value,Labour force survey,%,4.3,Figure from international organizations,Europe
943,Spain,"Share of employment in agriculture, forestry and fishing in total employment",Total,2014,Value,Labour force survey,%,4.2,Figure from international organizations,Europe
944,Spain,"Share of employment in agriculture, forestry and fishing in total employment",Total,2015,Value,Labour force survey,%,4.1,Figure from international organizations,Europe
945,Spain,"Share of employment in agriculture, forestry and fishing in total employment",Total,2016,Value,Labour force survey,%,4.2,Figure from international organizations,Europe
946,Spain,"Share of employment in agriculture, forestry and fishing in total employment",Total,2017,Value,Labour force survey,%,4.4,Figure from international organizations,Europe
947,Spain,"Share of employment in agriculture, forestry and fishing in total employment",Total,2018,Value,Labour force survey,%,4.2,Figure from international organizations,Europe
948,Spain,"Share of employment in agriculture, forestry and fishing in total employment",Total,2019,Value,Labour force survey,%,4.0,Figure from international organizations,Europe
949,Spain,"Share of employment in agriculture, forestry and fishing in total employment",Total,2020,Value,Labour force survey,%,4.0,Figure from international organizations,Europe
950,Spain,"Share of employment in agriculture, forestry and fishing in total employment",Total,2021,Value,Labour force survey,%,4.1,Figure from international organizations,Europe
951,Sri Lanka,"Share of employment in agriculture, forestry and fishing in total employment",Total,2010,Value,Labour force survey,%,30.2,Figure from international organizations,Asia
952,Sri Lanka,"Share of employment in agriculture, forestry and fishing in total employment",Total,2011,Value,Labour force survey,%,29.7,Figure from international organizations,Asia
953,Sri Lanka,"Share of employment in agriculture, forestry and fishing in total employment",Total,2012,Value,Labour force survey,%,31.0,Figure from international organizations,Asia
954,Sri Lanka,"Share of employment in agriculture, forestry and fishing in total employment",Total,2013,Value,Labour force survey,%,30.2,Figure from international organizations,Asia
955,Sri Lanka,"Share of employment in agriculture, forestry and fishing in total employment",Total,2014,Value,Labour force survey,%,28.9,Figure from international organizations,Asia
956,Sri Lanka,"Share of employment in agriculture, forestry and fishing in total employment",Total,2015,Value,Labour force survey,%,28.7,Figure from international organizations,Asia
957,Sri Lanka,"Share of employment in agriculture, forestry and fishing in total employment",Total,2016,Value,Labour force survey,%,27.1,Figure from international organizations,Asia
958,Sri Lanka,"Share of employment in agriculture, forestry and fishing in total employment",Total,2017,Value,Labour force survey,%,26.1,Figure from international organizations,Asia
959,Sri Lanka,"Share of employment in agriculture, forestry and fishing in total employment",Total,2018,Value,Labour force survey,%,25.5,Figure from international organizations,Asia
960,Sri Lanka,"Share of employment in agriculture, forestry and fishing in total employment",Total,2019,Value,Labour force survey,%,25.3,Figure from international organizations,Asia
965,Sweden,"Share of employment in agriculture, forestry and fishing in total employment",Total,2010,Value,Labour force survey,%,2.1,Figure from international organizations,Europe
966,Sweden,"Share of employment in agriculture, forestry and fishing in total employment",Total,2011,Value,Labour force survey,%,2.0,Figure from international organizations,Europe
967,Sweden,"Share of employment in agriculture, forestry and fishing in total employment",Total,2012,Value,Labour force survey,%,2.0,Figure from international organizations,Europe
968,Sweden,"Share of employment in agriculture, forestry and fishing in total employment",Total,2013,Value,Labour force survey,%,2.0,Figure from international organizations,Europe
969,Sweden,"Share of employment in agriculture, forestry and fishing in total employment",Total,2014,Value,Labour force survey,%,2.0,Figure from international organizations,Europe
970,Sweden,"Share of employment in agriculture, forestry and fishing in total employment",Total,2015,Value,Labour force survey,%,2.0,Figure from international organizations,Europe
971,Sweden,"Share of employment in agriculture, forestry and fishing in total employment",Total,2016,Value,Labour force survey,%,1.9,Figure from international organizations,Europe
972,Sweden,"Share of employment in agriculture, forestry and fishing in total employment",Total,2017,Value,Labour force survey,%,1.8,Figure from international organizations,Europe
973,Sweden,"Share of employment in agriculture, forestry and fishing in total employment",Total,2018,Value,Labour force survey,%,1.7,Figure from international organizations,Europe
974,Sweden,"Share of employment in agriculture, forestry and fishing in total employment",Total,2019,Value,Labour force survey,%,1.7,Figure from international organizations,Europe
975,Sweden,"Share of employment in agriculture, forestry and fishing in total employment",Total,2020,Value,Labour force survey,%,1.7,Figure from international organizations,Europe
976,Sweden,"Share of employment in agriculture, forestry and fishing in total employment",Total,2021,Value,Labour force survey,%,1.9,Figure from international organizations,Europe
977,Switzerland,"Share of employment in agriculture, forestry and fishing in total employment",Total,2010,Value,Labour force survey,%,3.3,Figure from international organizations,Europe
978,Switzerland,"Share of employment in agriculture, forestry and fishing in total employment",Total,2011,Value,Labour force survey,%,3.4,Figure from international organizations,Europe
979,Switzerland,"Share of employment in agriculture, forestry and fishing in total employment",Total,2012,Value,Labour force survey,%,3.4,Figure from international organizations,Europe
980,Switzerland,"Share of employment in agriculture, forestry and fishing in total employment",Total,2013,Value,Labour force survey,%,3.4,Figure from international organizations,Europe
981,Switzerland,"Share of employment in agriculture, forestry and fishing in total employment",Total,2014,Value,Labour force survey,%,3.5,Figure from international organizations,Europe
982,Switzerland,"Share of employment in agriculture, forestry and fishing in total employment",Total,2015,Value,Labour force survey,%,3.3,Figure from international organizations,Europe
983,Switzerland,"Share of employment in agriculture, forestry and fishing in total employment",Total,2016,Value,Labour force survey,%,3.3,Figure from international organizations,Europe
984,Switzerland,"Share of employment in agriculture, forestry and fishing in total employment",Total,2017,Value,Labour force survey,%,3.0,Figure from international organizations,Europe
985,Switzerland,"Share of employment in agriculture, forestry and fishing in total employment",Total,2018,Value,Labour force survey,%,3.0,Figure from international organizations,Europe
986,Switzerland,"Share of employment in agriculture, forestry and fishing in total employment",Total,2019,Value,Labour force survey,%,2.5,Figure from international organizations,Europe
987,Switzerland,"Share of employment in agriculture, forestry and fishing in total employment",Total,2020,Value,Labour force survey,%,2.5,Figure from international organizations,Europe
988,Switzerland,"Share of employment in agriculture, forestry and fishing in total employment",Total,2021,Value,Labour force survey,%,1.9,Figure from international organizations,Europe
989,Tajikistan,"Share of employment in agriculture, forestry and fishing in total employment",Total,2018,Value,Labour force survey,%,45.8,Figure from international organizations,Asia
990,Thailand,"Share of employment in agriculture, forestry and fishing in total employment",Total,2010,Value,Labour force survey,%,38.2,Figure from international organizations,Asia
991,Thailand,"Share of employment in agriculture, forestry and fishing in total employment",Total,2011,Value,Labour force survey,%,41.0,Figure from international organizations,Asia
992,Thailand,"Share of employment in agriculture, forestry and fishing in total employment",Total,2012,Value,Labour force survey,%,42.1,Figure from international organizations,Asia
993,Thailand,"Share of employment in agriculture, forestry and fishing in total employment",Total,2013,Value,Labour force survey,%,39.3,Figure from international organizations,Asia
994,Thailand,"Share of employment in agriculture, forestry and fishing in total employment",Total,2014,Value,Labour force survey,%,33.4,Figure from international organizations,Asia
995,Thailand,"Share of employment in agriculture, forestry and fishing in total employment",Total,2015,Value,Labour force survey,%,32.3,Figure from international organizations,Asia
996,Thailand,"Share of employment in agriculture, forestry and fishing in total employment",Total,2016,Value,Labour force survey,%,31.2,Figure from international organizations,Asia
997,Thailand,"Share of employment in agriculture, forestry and fishing in total employment",Total,2017,Value,Labour force survey,%,31.5,Figure from international organizations,Asia
998,Thailand,"Share of employment in agriculture, forestry and fishing in total employment",Total,2018,Value,Labour force survey,%,32.1,Figure from international organizations,Asia
999,Thailand,"Share of employment in agriculture, forestry and fishing in total employment",Total,2019,Value,Labour force survey,%,31.4,Figure from international organizations,Asia
1000,Thailand,"Share of employment in agriculture, forestry and fishing in total employment",Total,2020,Value,Labour force survey,%,31.3,Figure from international organizations,Asia
1023,Ukraine,"Share of employment in agriculture, forestry and fishing in total employment",Total,2010,Value,Labour force survey,%,20.2,Figure from international organizations,Europe
1024,Ukraine,"Share of employment in agriculture, forestry and fishing in total employment",Total,2011,Value,Labour force survey,%,20.3,Figure from international organizations,Europe
